id,de,en
STAT_SP,Spezialpunkte,Special Points
STAT_ATK,Angriff,Attack
STAT_MAG,Magie,Magic
STAT_DEF,Verteidigung,Defense
STAT_SPEED,Geschwindigkeit,Speed
STAT_LUCK,Glück,Luck
CONFIRM_DELETE_KEY,"Bist du sicher, dass du diesen Schlüssel löschen möchtest?",Are you sure you want to delete this key?
CONFIRM_DELETE_PART,"Bist du sicher, dass du diesen Teil löschen möchtest?",Are you sure you want to delete this part?
CONFIRM_DELETE_LOC_ID,"Bist du sicher, dass du diese Lokalisierungs-ID löschen möchtest?",Are you sure you want to delete this localization ID?
CONFIRM_DELETE_CHOICE,"Bist du sicher, dass du diese Auswahl löschen möchtest?",Are you sure you want to delete this choice?
CONFIRM_DELETE_CONDITION,"Bist du sicher, dass du diese Bedingung löschen möchtest?",Are you sure you want to delete this condition?
CONFIRM_DELETE_ACTION,"Bist du sicher, dass du diese Aktion löschen möchtest?","Are you sure, you want to delete this action?"
CONFIRM_DELETE_POINT,"Bist du sicher, dass du diesen Punkt löschen möchtest?",Are you sure you want to delete this point?
CONFIRM_DELETE_COLOR,"Bist du sicher, dass du diese Farbe löschen möchtest?",Are you sure you want to delete this color?
CONFIRM_DELETE_BRANCH,"Bist du sicher, dass du diese Verzweigung löschen möchtest?","Are you sure you want to delete this branch?"
SELECT_TYPE,Typ Auswählen,Select Type
PREVIEW_ALL,Vorschau Alles,Preview All
NEXT_LVL,Nächstes Lvl,Next Lvl
SORT_BY,Sortieren nach:,Sort by:
SORT_NAME_LOW,< Name,< Name
SORT_NAME_HIGH,> Name,> Name
SORT_KEY_LOW,< Schlüssel,< Key
SORT_KEY_HIGH,> Schlüssel,> Key
SORT_CREATED_LOW,< Erstellt,< Created
SORT_CREATED_HIGH,> Erstellt,> Created
SORT_DISCOVERY_LOW,< Entdeckung,< Discovery
SORT_DISCOVERY_HIGH,> Entdeckung,> Discovery
SORT_TYPE_LOW,< Typ,< Type
SORT_TYPE_HIGH,> Typ,> Type
SORT_DATE_LOW,< Datum,< Date
SORT_DATE_HIGH,> Datum,> Date
MAIN_MENU_INVENTORY,Inventar,Inventory
MAIN_MENU_INVENTORY_GENERAL,Allgemein,General
MAIN_MENU_INVENTORY_KEY,Wichtig,Key
MAIN_MENU_JOURNAL,Tagebuch,Journal
MAIN_MENU_JOURNAL_WRITE,Schreiben,Write
MAIN_MENU_JOURNAL_READ,Lesen,Read
MAIN_MENU_OPTIONS,Optionen,Options
MAIN_MENU_PARTY,Team,Party
MAIN_MENU_QUESTS,Quests,Quests
MAIN_MENU_BACKTOTITLESCREEN,Zurück Zum Titelbildschirm,Back To Titlescreen
MAIN_MENU_UNSAVEDWARNING,Bist du sicher?\nNicht gespeicherter Fortschritt geht verloren!,Are you sure?\nUnsaved Progress will be lost!
WRITE_READ_PROCEEDWRITE,"Bist du sicher, dass du diesen Eintrag schreiben möchtest?",Are you sure you want to write this entry?
WRITE_READ_PROCEEDREAD,"Bist du sicher, dass du diesen Eintrag lesen möchtest?",Are you sure you want to read this entry?
OPTIONS_AUDIO,Audio,Audio
OPTIONS_AUDIO_VOLUME_MASTER,Master Lautstärke,Master Volume
OPTIONS_AUDIO_VOLUME_BGM,BGM Lautstärke,BGM Volume
OPTIONS_AUDIO_VOLUME_BGS,BGS Lautstärke,BGS Volume
OPTIONS_AUDIO_VOLUME_SFX,SFX Lautstärke,SFX Volume
OPTIONS_VIDEO,Video,Video
OPTIONS_VIDEO_VSYNC_MODE,VSync Modus,VSync Mode
OPTIONS_VIDEO_VSYNC_MODE_DISABLED,Deaktiviert,Disabled
OPTIONS_VIDEO_VSYNC_MODE_ENABLED,Aktiviert,Enabled
OPTIONS_VIDEO_VSYNC_MODE_ADAPTIVE,Adaptiv,Adaptive
OPTIONS_VIDEO_VSYNC_MODE_MAILBOX,Mailbox,Mailbox
OPTIONS_VIDEO_WINDOW_SIZE,Fenstergröße,Window Size
OPTIONS_VIDEO_WINDOW_MODE,Fenster Modus,Window Mode
OPTIONS_GAMEPLAY,Gameplay,Gameplay
OPTIONS_GAMEPLAY_SHOW_TUTATO_EXPLAIN,Tutato Erklärungen Anzeigen,Show Tutato Explanations
OPTIONS_CONTROLS,Steuerung,Controls
OPTIONS_CONTROLS_KEYBOARD_LAYOUT,Tastaturlayout,Keyboard Layout
POS_TOP,Oben,Top
POS_BOTTOM,Unten,Bottom
POS_TOP_LEFT,Oben Links,Top Left
POS_TOP_RIGHT,Oben Rechts,Top Right
POS_BOTTOM_RIGHT,Unten Rechts,Bottom Right
POS_BOTTOM_LEFT,Unten Links,Bottom Left
POS_CENTER_LEFT,Zentrum Links,Center Left
POS_CENTER_TOP,Zentrum Oben,Center Top
POS_CENTER_RIGHT,Zentrum Rechts,Center Right
POS_CENTER_BOTTOM,Zentrum Unten,Center Bottom
POS_CENTER,Zentrum,Center
POS_LEFT,Links,Left
POS_RIGHT,Rechts,Right
CONTEXT_MENU_OPTIONS_NEW_LEFT,Neu,New
CONTEXT_MENU_OPTIONS_NEW_RIGHT,Zurück,Return
CONTEXT_MENU_OPTIONS_EDIT_LEFT,Bearbeiten,Edit
CONTEXT_MENU_OPTIONS_EDIT_RIGHT,Leertaste,Space
CONTEXT_MENU_OPTIONS_CUT_LEFT,Ausschneiden,Cut
CONTEXT_MENU_OPTIONS_CUT_RIGHT,Strg+X,Ctrl+X
CONTEXT_MENU_OPTIONS_COPY_LEFT,Kopieren,Copy
CONTEXT_MENU_OPTIONS_COPY_RIGHT,Strg+C,Ctrl+C
CONTEXT_MENU_OPTIONS_PASTE_LEFT,Einfügen,Paste
CONTEXT_MENU_OPTIONS_PASTE_RIGHT,Strg+V,Ctrl+V
CONTEXT_MENU_OPTIONS_DELETE_LEFT,Löschen,Delete
CONTEXT_MENU_OPTIONS_DELETE_RIGHT,Entf,Del
CONTEXT_MENU_OPTIONS_SELECT_ALL_LEFT,Alles Auswählen,Select All
CONTEXT_MENU_OPTIONS_SELECT_ALL_RIGHT,Strg+A,Ctrl+A
CONTEXT_MENU_OPTIONS_TEST_LEFT,Testen,Test
CONTEXT_MENU_OPTIONS_TEST_RIGHT,Strg+T,Ctrl+T
CONTEXT_MENU_OPTIONS_SWAP_PROCESS_LEFT,Prozess wechseln,Swap Process
CONTEXT_MENU_OPTIONS_SWAP_PROCESS_RIGHT,Strg+P,Ctrl+P
CONTEXT_MENU_OPTIONS_CHANGE_MARK_LEFT,Markierung Ändern,Change Mark
CONTEXT_MENU_OPTIONS_CHANGE_MARK_DEFAULT_LEFT,Standard,Default
CONTEXT_MENU_OPTIONS_CHANGE_MARK_TEST_LEFT,Test,Test
CONTEXT_MENU_OPTIONS_OPEN_LEFT,Öffnen,Open
CONTEXT_MENU_OPTIONS_SHUTDOWN_OR_LEAVE_LEFT,Herunterfahren oder weggehen,Shutdown or leave
CONTEXT_MENU_OPTIONS_SHUTDOWN_LEFT,Herunterfahren,Shutdown
CONTEXT_MENU_OPTIONS_LEAVE_LEFT,Weggehen,Leave
SV_DAMAGE_RATING_NOTHING,NICHTS!,NOTHING!
SV_DAMAGE_RATING_OK,OK!,OK!
SV_DAMAGE_RATING_GOOD,GUT!,GOOD!
SV_DAMAGE_RATING_GREAT,KLASSE!,GREAT!
SV_DAMAGE_RATING_EXCELLENT,EXZELLENT!,EXCELLENT!
SV_BATTLE_WIN,Kampf Gewonnen!,Battle Won!
SV_ACTIONS_ATTACK_ATK,Angriff,Attack
SV_ACTIONS_DEFENSE_DEF,Verteidigung,Defense
SV_ACTIONS_SPECIAL,Spezial,Special
SV_ACTIONS_FLEE,Flüchten,Flee
SV_ACTIONS_HELP,Hilfe,Help
SV_ACTIONS_NONE_DESC,Dieser Charakter kennt noch keine Spezial-Attacke.,This character does not yet know a special attack.
SV_ACTIONS_NUT_MUNCH_PUNCH_NAME,Nussmanschlag,Nut Munch Punch
SV_ACTIONS_NUT_MUNCH_PUNCH_DESC,"Der Nussmansch wurde geöffnet! Nun regnen Nüsse und Rosinen vom Himmel, die der Anwender gekonnt in das Gesicht eines Gegners umlenken muss.","The nut munch has been opened! Nuts and raisins now fall from the sky, which the user must skillfully deflect into the face of an opponent."
SV_REACTIONS_JUMP,Springen,Jump
SV_REACTIONS_DUCK,Ducken,Duck
ENEMY_SICK_APPRENTICE_1_NAME,Fiebriger Lehrling,Feverish Apprentice
ENEMY_SICK_APPRENTICE_1_DESC,"Noch nie zuvor vorgekommen hat das Fibri-Vibri tatsächlich bei jemandem angeschlagen! Gut, dass die Krankheit bekämpft wurde.",Never before has the Fibri-Vibri actually alarmed someone! Good that the disease was fought off.
ENEMY_CITRIN_NAME,Zitrine,Citrin
ENEMY_CITRIN_DESC,Dieser süß-saure Zweibeiner lebt im Wald und scheut sich nicht davor mit Zitronenkugeln zu spucken.,This sweet and sour biped lives in the forest and is not afraid to spit lemon balls.
COINS_NAME,Münzen,Coins
ITEMS_GENERAL_COOKIE_NAME,Keks,Cookie
ITEMS_GENERAL_COOKIE_DESC,"Ein knusprig-leckerer Keks, welcher 7 [img]res://Global_Resources/Sprites/Icons/Stats/HP.png[/img] wiederherstellt.",A crispy and delicious cookie which restores 7 [img]res://Global_Resources/Sprites/Icons/Stats/HP.png[/img].
ITEMS_GENERAL_HANDFUL_PEANUTS_UNCRACKED_NAME,Handvoll ungeknackter Erdnüsse,Handful uncracked peanuts
ITEMS_GENERAL_HANDFUL_PEANUTS_UNCRACKED_DESC,Diese Erdnüsse schlummern noch tief in ihrer Schale und sind daher nicht zum Verzehr geeignet.,These peanuts are still deep in their shells and are therefore not suitable for consumption.
ITEMS_GENERAL_HANDFUL_PEANUTS_CRACKED_NAME,Handvoll geknackter Erdnüsse,Handful cracked peanuts
ITEMS_GENERAL_HANDFUL_PEANUTS_CRACKED_DESC,Die Nüsse wurden befreit und können nun gegessen werden. Stellt 2 [img]res://Global_Resources/Sprites/Icons/Stats/SP.png[/img] wieder her.,The nuts have been freed and can now be eaten. Restores 2 [img]res://Global_Resources/Sprites/Icons/Stats/SP.png[/img].
ITEMS_GENERAL_CITRIN_SHELL_NAME,Zitrinplatt,Citrin Shell
ITEMS_GENERAL_CITRIN_SHELL_DESC,"Ein Stück Schild, das auf dem Rücken einer Zitrine zu finden ist. Es wirkt recht robust.",A piece of shield that can be found on the back of a Citrin. It looks quite robust.
ITEMS_KEY_AMETHYST_NAME,Amethyst,Amethyst
ITEMS_KEY_AMETHYST_DESC,"Ein unglaublich schöner Edelstein, welcher in lilaner Farbe glänzt.",An incredibly beautiful gem shimmering in purple color
ITEMS_KEY_BALLOON_DARK_BLUE_NAME,Dunkelblauer Ballon,Dark blue balloon
ITEMS_KEY_BALLOON_DARK_BLUE_DESC,So dunkelblau wie der tiefe Ozean. Ich sollte ihn einem Kind in Broko Town geben.,As dark blue as the deep ocean. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_GREEN_NAME,Grüner Ballon,Green balloon
ITEMS_KEY_BALLOON_GREEN_DESC,So grün wie eine taufrische Wiese am Morgen. Ich sollte ihn einem Kind in Broko Town geben.,As green as a dewy meadow in the morning. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_LIGHT_BLUE_NAME,Hellblauer Ballon,Light blue balloon
ITEMS_KEY_BALLOON_LIGHT_BLUE_DESC,So hellblau wie der Horizont an einem klaren Sommertag. Ich sollte ihn einem Kind in Broko Town geben.,As light blue as the horizon on a clear summer's day. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_ORANGE_NAME,Orangener Ballon,Orange balloon
ITEMS_KEY_BALLOON_ORANGE_DESC,So orange wie eine Orange. Ich sollte ihn einem Kind in Broko Town geben.,As orange as an orange. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_PINK_NAME,Pinker Ballon,Pink balloon
ITEMS_KEY_BALLOON_PINK_DESC,So pink wie ein Flamingo. Ich sollte ihn einem Kind in Broko Town geben.,As pink as a flamingo. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_PURPLE_NAME,Lilaner Ballon,Purple balloon
ITEMS_KEY_BALLOON_PURPLE_DESC,So lila wie ein wunderschöner Amethyst. Ich sollte ihn einem Kind in Broko Town geben.,As purple as a beautiful amethyst. I should give it to a child in Broko Town.
ITEMS_KEY_BALLOON_RED_NAME,Roter Ballon,Red balloon
ITEMS_KEY_BALLOON_RED_DESC,So rot wie eine erblühende Rose. Die wohl natürlichste Farbe für Ballons. Ich sollte ihn einem Kind in Broko Town geben.,As red as a blooming rose. Probably the most natural color for balloons. I should give it to a child in Broko Town.
ITEMS_KEY_DISK_COLOR_SELECTION_NAME,Farbauswahl-Disk,Color Selection Disk
ITEMS_KEY_DISK_COLOR_SELECTION_DESC,"Eine Disk, auf der das Minispiel ""Farbauswahl"" gespeichert ist.","A disk on which the mini-game ""Color Selection"" is stored."
ITEMS_EQUIPMENT_PARTY_HAT_1_NAME,Blau-Lilaner Partyhut,Blue-purple Party Hat
ITEMS_EQUIPMENT_PARTY_HAT_1_DESC,"Ein Partyhut, um einem gegebenen festlichen Anlass einen besonderen Pepp zu verleihen.",A party hat to add special pep to a given festive occassion.
ITEMS_EQUIPMENT_DISPOSABLE_GLOVE_NAME,Einmalhandschuh,Disposable Glove
ITEMS_EQUIPMENT_DISPOSABLE_GLOVE_DESC,Manche Einmalhandschuhe kann man gerne auch mehrmals verwenden.,"If gloves are disposable, their disposal is not a must."
ITEMS_EQUIPMENT_CITRIN_SHIELD_NAME,Zitrin Schild,Citrin Shield
ITEMS_EQUIPMENT_CITRIN_SHIELD_DESC,Ein Schild hergestellt aus Zitrinplatt.,A shield made out of Citrin Shell.
LOCATION_DOCTOR_DREAM_1,Dr. Nutmans Arztpraxis,Dr. Nutman's Doctors Office
LOCATION_DR_NUTMAN_HOME_1,Dr. Nutmans Zuhause,Dr. Nutman's Home
LOCATION_BROKO_TOWN_1,Broko Town,Broko Town
LOCATION_BUFFIN_HOUSE_3,Buffin Haus,Buffin House
LOCATION_BROKO_FOREST_1,Broko Wald,Broko Forest
NAME_DR_NUTMAN,Dr. Nutman,Dr. Nutman
NAME_ASSISTANT,Assistent,Assistant
DIALOGUE_TUTATO_EXPLAIN_WONDERFUL_1_1_1,Ist das nicht wunderbar?,Isn't that just wonderful?
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_1_1,Ich bin die Tutoffel! Ich werde dir jetzt und auch im späteren Verlauf deines Abenteuers ein paar hilfreiche Tipps geben!,I am the Tutato! I'll give you a few helpful tips now and later on throughout your adventure!
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_2_1,Zum einen kannst du dich mit diesen Tasten bewegen!,"First of all, you can move around using these buttons!"
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_3_1,"Falls du etwas schneller unterwegs sein möchtest, kannst du dafür diese Taste gedrückt halten!","If you want to move around a little faster, you can push down this button!"
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_4_1,"Du kannst auch springen, insofern du dich nicht in einem Gebäude befindest!",You can also jump as long as you are not inside a building!
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_5_1,"Zusätzlich kannst du mit der Aktionstaste mit Objekten interagieren, oder auch Textboxen wie diese bestätigen!","Additionally, you can use the action button to interact with objects or confirm text boxes like this one!"
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_6_1,"Und zu guter Letzt kannst du mit dieser Taste das Hauptmenü öffnen, wenn du dich frei bewegen kannst.","And last but not least, you can use this button to open the main menu when you can move around freely."
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_7_1,Das soll es erstmal gewesen sein.,That should be it for now.
DIALOGUE_TUTATO_EXPLAIN_INTRO_1_8_1,Viel Erfolg!,Good luck!
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_1_1,"Hallo, hier ist wieder die Tutoffel!","Hello, it's the Tutato again!"
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_2_1,"Scheint, als hättest du dich in deinen ersten Kampf verwickelt.",Seems like you've gotten yourself into your first fight.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_2_2,"Ich möchte dich gerne unterstützen, indem ich dir etwas über die Grundlagen des Kampfsystems erzähle!",I would like to support you by telling you something about the basics of the combat system!
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_3_1,"Jeder Charakter, der am Kampf teilnimmt, hat eine Menge an Werten.",Every character who takes part in the battle has a set of stats.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_3_2,Diese können bei Teammitgliedern im Verlauf des Spiels verbessert werden.,Those of team members can be improved over the course of the game.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_4_1,"HP steht für Lebenspunkte. Ist dieser Wert auf 0, kann der Charakter nicht mehr weiterkämpfen.","HP stands for health points. If this value is 0, the character can no longer continue fighting."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_5_1,"SP steht für Spezialpunkte. Sie werden benötigt, um Spezialattacken auszuführen.",SP stands for special points. They are needed to perform special attacks.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_6_1,"ATK steht für Angriff. Dieser Wert gibt den Grundschaden an, den ein normaler Angriff verursacht.",ATK stands for attack. This value indicates the basic damage caused by a normal attack.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_7_1,"MAG steht für Magie. Dieser Wert gibt den Grundschaden an, den ein magischer Angriff verursacht.",MAG stands for magic. This value indicates the basic damage caused by a magic attack.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_8_1,"DEF steht für Verteidigung. Dieser Wert gibt den Schaden an, der bei einem gegnerischen Angriff geblockt wird.",DEF stands for defense. This value indicates the damage that is blocked by an opponent's attack.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_9_1,"SPEED steht für Geschwindigkeit. Je höher dieser Wert ist, desto schneller kommt ein Charakter zum Zug.","SPEED stands for speed. The higher this value, the faster a character can perform a turn."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_10_1,"Und zu guter Letzt: LUCK steht für Glück und kann bei Angriffen für kritische Treffer sorgen, die zusätzlichen Schaden verursachen.",And last but not least: LUCK stands for luck and can provide critical hits on attacks that cause additional damage.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_11_1,"Ein Kampf spielt sich immer in Runden ab, in denen ein Charakter nach dem anderen eine Aktion ausführt.",A battle always takes place in rounds in which one character performs an action after the other.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_12_1,Jeder Charakter hat seine eigenen Aktionen. Bei Teammitgliedern werden sie am Anfang des Zuges über ihren Köpfen angezeigt.,"Each character has their own actions. For party members, they are displayed above their heads at the start of the turn."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_13_1,"Nachdem die gewünschte Aktion ausgewählt wurde, kann sie mit der Aktionstaste bestätigt werden.","Once the desired action has been selected, it can be confirmed with the action button."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_14_1,"Es ist Zeit, deinen ersten Zug zu machen!",It's time to make your first move!
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_1_15_1,Viel Erfolg!,Good luck!
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_2_1_1,"Drücke die Aktionstaste genau dann, wenn Dr. Nutman am weitesten mit seiner Faust ausgeholt hat.",Press the action button exactly when Dr. Nutman has reached the furthest with his fist.
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_2_2_1,"Jetzt! Wenn Dr. Nutman mit seiner Faust am weitesten ausgeholt hat, verursacht der Angriff am meisten Schaden.","Now! When Dr. Nutman has reached the furthest with his fist, the attack deals the most damage."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_3_1_1,"Um dem Schaden durch Gegnern zu entgehen, können ihren Attacken mit einem Sprung ausgewichen werden.","To avoid damage from enemies, you can dodge their attacks with a jump."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_3_2_1,"Drücke dazu die Aktionstaste genau dann, wenn die gegnerische Attacke Dr. Nutman zu treffen droht.","To do this, press the action button exactly when the opponent's attack threatens to hit Dr. Nutman."
DIALOGUE_TUTATO_EXPLAIN_FIRST_BATTLE_3_3_1,Jetzt! Das ist der perfekte Moment um der gegnerischen Attacke mit einem Sprung zu entgehen!,Now! This is the perfect moment to escape your opponent's attack with a jump!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_1_1,"Hallo, Tutoffel hier!","Hello there, Tutoffel here!"
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_2_1,Du hast dich erfolgreich zu deinem Inventar navigiert.,You have successfully navigated to your inventory.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_3_1,Auf der linken Seite kannst du alle bisher gesammelten Items nach Typ sortiert sehen.,"On the left-hand side you can see all the items you have collected so far, sorted by type."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_4_1,Allgemeine Items können hier verbraucht oder an anderen Orten als Materialien zum Herstellen von neuen Items verwendet werden.,General items can be consumed here or used elsewhere as materials to create new items.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_5_1,"Schlüsselitems sind wichtige Gegenstände die für Quests benötigt werden. Somit können sie, im Gegensatz zu anderen Items, nicht verkauft werden.","Key items are important items that are required for quests. This means that, unlike other items, they cannot be sold."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_6_1,Ausrüstungsitems verstärken die Werte von Teammitgliedern und verändern ihr Aussehen. Sie können im Team-Menü ausgerüstet werden.,Equipment items increase the stats of party members and change their appearance. They can be equipped in the party menu.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_7_1,Auf der rechten Seite kannst du dann Details zu dem ausgewählten Item sehen.,You can then see details of the selected item on the right-hand side.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_INVENTORY_1_8_1,Viel Spaß beim Sammeln!,Have fun collecting!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_JOURNAL_1_1_1,Tutoffel hier! Willkommen in deinem Tagebuch!,Tutoffel here! Welcome to your journal!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_JOURNAL_1_2_1,"Hier kannst du entweder das momentane Abenteuer niederschreiben, oder dich in ein vorhandenes hineinlesen.",Here you can either write down the current adventure or read into an existing one.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_JOURNAL_1_3_1,"Bitte vergiss nicht, deinen Fortschritt ab und zu festzuhalten.",Please don't forget to record your progress from time to time.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_JOURNAL_1_4_1,Das soll es gewesen sein. Viel Erfolg beim Abenteurern!,That should be it. Good luck with your adventures!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_1_1,Hier bin ich wieder! Die Tutoffel.,Here I am again! The Tutoffel.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_2_1,Im Team-Menü kannst für jedes Teammitglied auf der linken Seite seinen Status einsehen.,"In the party menu, you can view the status of each party member on the left-hand side."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_3_1,Mithilfe des Inventars auf der rechten Seite kannst du dann seine Ausrüstung ändern.,You can then use the inventory on the right-hand side to change their equipment.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_4_1,Ziehe hierfür das gewünschte Ausrüstungsitem in den dafür vorgesehenen Ausrüstungs-Slot neben dem Charakter.,"To do this, drag the desired equipment item into the fitting equipment slot next to the character."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_5_1,Unten kannst du zusätzlich schnell zwischen den verschiedenen Teammitgliedern hin- und herwechseln.,"At the bottom, you can also quickly switch between the different party members."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_PARTY_1_6_1,"Ich hoffe du kannst ein Outfit finden, das dir gefällt!",I hope you can find an outfit that you like!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_1_1,Hallo! Hier ist die Tutoffel!,"Hello, this is the Tutoffel!"
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_2_1,"Das Quests-Menü gibt dir eine Übersicht über die Quests, die du im Verlauf des Spiels angenommen hast.",The quests menu gives you an overview of the quests that you accepted during the course of the game.
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_3_1,"Jeder Eintrag repräsentiert eine Quest, Sub-Quests können anderen Quests untergeordnet sein.","Each entry represents a quest, sub-quests can be subordinate to other quests."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_4_1,"Wenn du eine Quest auswählst, kannst du auf der rechten Seite mehr Informationen über sie erhalten.","If you select a quest, you can find more information about it on the right-hand side."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_5_1,"Vergiss nicht Quests anzupinnen, um schnelleren Zugriff auf sie zu haben!",Don't forget to pin quests to have quicker access to them!
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_QUESTS_1_6_1,"So, dann wünsche ich dir viel Spaß beim Erkunden!","So, have fun exploring!"
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_OPTIONS_1_1_1,"Hey, ich bins wieder!","Hey, it's me again!"
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_OPTIONS_1_2_1,Im Options-Menü kannst du eine Vielzahl an Einstellungen anpassen um dein Erlebnis zu verbessern.,"In the options menu, you can customize a variety of settings to improve your experience."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_OPTIONS_1_2_2,"So kannst du zum Beispiel auch einstellen, dass du keine weitere Hilfe von mir benötigst.","For example, you can also specify that you don't need any further help from me."
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_OPTIONS_1_3_1,Ist das nicht{Wait Time=0.5}.{Wait Time=0.5}.{Wait Time=0.5}. Wunderbar?,Isn't that just{Wait Time=0.5}.{Wait Time=0.5}.{Wait Time=0.5}. Wonderful?
DIALOGUE_TUTATO_EXPLAIN_MAIN_MENU_OPTIONS_1_4_1,Viel Spaß beim Einstellen!,Have fun with your settings!
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_1_1,Ich bin es mal wieder!,It's me again!
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_2_1,"Du hast ein Gebiet erreicht, in dem sich Gegner herumtreiben.",You have reached an area where enemies are lurking.
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_3_1,"Wenn du mit ihnen in Berührung kommst, führt dies zum Kampf.","If you come into contact with them, it will lead to battle."
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_4_1,"Sollte der Gegner dich mit seiner Attacke treffen, so ist er im Kampf als Erstes dran.","If the enemy hits you with their attack, they will have the first turn in battle."
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_5_1,"Solltest hingegen du es schaffen auf ihn hinaufzuspringen, darfst du im Kampf die erste Aktion ausführen.","If, on the other hand, you manage to jump onto them, you can perform the first action in battle."
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_6_1,"Ansonsten entscheidet die Geschwindigkeit, wer im Kampf die erste Aktion ausführen darf.","Otherwise, speed determines who is allowed to perform the first action in battle."
DIALOGUE_TUTATO_EXPLAIN_ON_MAP_ENCOUNTER_1_7_1,Ich hoffe ich konnte dir helfen. Viel Erfolg!,I hope I was able to help you. Good luck!
